Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K15103	48.1	46.62	45.51	44.55	53.97	15.51	5.02	2.98	66.59	189.29	23.99	14.09	12.18	16.44	13.97	0	0	0
K15104	16.75	19.53	16.67	22.75	106.65	19.59	32.81	3.17	23.43	74.16	104.65	90.95	266.11	69.37	296.55	0	0	0
K15108	13.99	11.09	11	6.64	7.92	9.25	8	7.16	6.35	12.27	11.11	10.62	8.94	10.31	10.98	0	0	0
K15109	85	47.34	9.84	36.22	9.99	89.47	8.9	4.96	7.86	3.43	3.44	19.19	11.5	20.16	4.16	0	0	0
K15111	20.03	19.83	9.07	14.82	10.91	16.33	15.01	13.26	12.94	13.03	13.22	12.59	17.94	10.66	4.3	0	0	0
K15112	5.1	5.33	5.65	5.18	6.48	6.13	0	2.97	5.63	3.04	2.14	2.79	2.52	0	2.09	0	0	0
K15113	21.39	15.96	0	29.9	22.72	22.21	18.48	19.9	58.75	38.09	30.78	51.21	23.52	0	27.85	0	0	0
K15115	52.42	40.61	8.32	36.03	37.93	36.52	35.55	7.35	34.33	4.16	12.8	10.44	11.59	10.81	9.17	0	0	0
K15119	14.97	10.1	10.15	7.86	8.44	14.22	9.86	5.3	8.18	9.79	13.56	7.6	24.84	420.17	31.22	0	0	0
K15121	26.58	26.08	27.28	28.38	24.35	23.93	19.23	17.25	14.79	11.29	14.18	13.27	30.22	13.33	12.66	0	0	0
K15128	24.72	37.82	28.1	26.61	22.38	22.96	23.69	28.19	39.12	16.77	15.64	17.71	23.42	20.18	25	0	0	0
K15131	11.63	14.47	0	14.06	11.28	13.95	9.84	9.96	7.81	8.65	7.04	8.01	8.03	9.79	7.17	0	0	0
K15133	13.89	13.95	14.5	10.52	11.39	0	11.36	7.86	9.72	6.68	6.2	16.4	9.45	7.4	6.56	0	0	0
K15135	0	0	25	20.76	21.67	19.72	0	16.64	15.44	15.82	15.35	14.96	19.94	72.42	15.62	0	0	0
K15139	11.41	14.3	15.83	15.52	0	15.52	16.64	13.78	16.82	15.68	13.09	17.2	56.95	18.91	16.71	0	0	0
K15141	11.34	8.18	9.7	8.11	8.02	10.4	8.65	8.47	8.89	10.49	8.29	8.68	9	8.39	10.41	0	0	0
K15148	22.16	15.93	19.97	13.43	18.6	20.63	19.19	13.02	31.69	14.85	33.08	13.64	14.9	18.67	16.93	0	0	0
K15151	54.19	53.47	53.65	39.23	46.38	23.12	53.8	44.48	46.02	39.56	37.18	40.78	37.89	42.92	44.23	0	0	0
K15152	20.61	24.6	22.97	0	19.86	40.61	19.93	15.56	0	18.78	34.58	0	86.04	20.66	31.43	0	0	0
K15153	13.08	11.3	11.46	10.49	11.22	11.43	9.4	8.19	9.49	9.81	9.78	10.14	7.48	10.48	9.46	0	0	0
K15156	20.19	10.72	10.96	7.83	7.18	7.77	11.2	8.25	10.45	4.87	6.33	6.58	7.6	3.57	7.45	0	0	0
K15161	44.55	46.3	44.98	61.74	40.76	44.02	55.79	45.21	50.88	59.88	56.86	53.61	76.4	59.68	0	0	0	0
K15164	13.46	13.96	13.98	23.22	10.93	12.35	13.22	10.27	11.28	22.41	20.02	11.97	13.15	10.11	24.57	0	0	0
K15166	21.17	22.65	22.87	16.93	18.65	18.09	21.08	21.41	19.66	16	19.44	17.42	11.65	15.56	18.27	0	0	0
K15168	31.51	24.48	32.03	26.4	28.7	27.59	28.23	25.39	27.55	16.46	29.49	40.59	24.85	18.67	0	0	0	0
K15170	17.54	17.11	0	14.98	17.12	16.89	0	14.18	0	21.27	17.45	0	20.52	21.69	0	0	0	0
K15171	53.98	40.65	51.99	49.47	47.03	49.41	28.53	42.57	40.06	41.45	34.39	37.29	42.17	31.72	36.78	0	0	0
K15172	77.38	90.8	0	54.77	63.75	59.2	69.56	59.47	0	69.79	72.14	70.17	0	64.21	58.55	0	0	0
K15174	22.31	23.23	21.71	15.72	28.11	17.77	20.78	20.15	18.58	21.09	21.58	0	19.95	21.45	20.45	0	0	0
K15175	27.45	23.65	21.65	20.34	18.89	22.91	0	16.5	15.49	17.55	15.94	19.74	18.93	16.53	0	0	0	0
K15176	0	29.8	36.89	0	0	29.19	28.98	24.07	24.73	18.37	19	17.19	22.29	19.19	19.9	0	0	0
K15177	45.07	46.04	45.95	27.29	25.54	29.7	34.78	36.54	116.17	45.05	45.11	42.06	30.91	44.6	42.98	0	0	0
K15178	22.04	32.75	30.46	24.73	0	30.47	27.16	24.64	27.07	23.66	24.15	25.14	0	24.08	22.78	0	0	0
K15186	37.13	31.98	34.34	26.31	25.62	30.29	26.62	25.49	32.3	31.39	32.51	0	31.83	34.36	0	0	0	0
K15188	28.86	51.06	0	54.76	24.39	44.21	50.94	37.51	45.07	32.9	39.91	40.77	48.82	40.22	38.68	0	0	0
K15190	14.43	13.29	14.89	12.23	11.92	11.1	10.76	8.58	10.94	9.35	7.34	7.2	13.54	8.75	0	0	0	0
K15191	72.67	67.94	79.73	106.62	148.4	67.15	119.96	55.57	64.98	87.2	103.2	58.17	104.17	95.12	67.72	0	0	0
K15192	15.87	16.48	16.06	17.91	14.94	0	16.97	15.6	16.96	20.23	22.38	20.83	13.14	17.91	21.64	0	0	0
K15193	89.43	0	0	34.64	0	39.96	66.35	47.34	58.95	83.72	79.14	71.1	144.51	62.53	73.81	0	0	0
K15196	24.33	23.05	41.77	21.68	0	89.38	9.29	42.16	20.8	16.39	18.45	16.77	29.07	16.03	15.71	0	0	0
K15198	0	17.32	24.6	24.15	13.94	0	12.92	10.51	14.91	11.13	0	10.4	20.02	0	10.68	0	0	0
K15199	19.95	0	23.1	36.57	14.39	0	13.27	10.01	11.2	0	11.48	17.97	0	13.13	11.16	0	0	0
K15200	23.98	24.7	21.34	0	0	25.19	17.51	15.03	0	0	12.28	0	0	13.68	0	0	0	0
K15201	14.19	14.59	14.56	12.49	13.06	0	15.77	12.4	15.85	0	0	0	11.53	0	14.42	0	0	0
K15202	12.37	0	10.95	11.7	14.06	9.84	12.72	12.44	10.05	7.37	7.45	8.33	0	8.77	11.12	0	0	0
K15203	7.71	9.24	11.34	7.37	7.55	6.96	6.42	4.49	6.83	0	6.61	4.93	0	0	6.83	0	0	0
K15208	0	11.85	0	9.87	10.75	0	11.3	7.06	19.23	9	0	14.71	12.58	0	7.6	0	0	0
K15210	9.58	8.41	19.1	7.74	7.97	7.26	7.52	6.69	6.92	0	7.3	6.91	9.36	7.92	6.99	0	0	0
K15216	49.68	52.77	52.89	42.45	43.67	45.1	48.52	52.7	64.55	52.93	78.66	46.75	45.58	51.12	55.48	0	0	0
K15223	23.02	8.94	7.87	16.18	43.45	6.67	27.77	6.28	31.54	13.7	10.73	5.62	6.54	5.51	5.33	0	0	0
K15227	33.16	31.37	33.73	28.82	37.29	28.73	36.93	42.06	37.21	251.09	224.82	273.02	155.11	202.86	198.29	0	0	0
K15234	156.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15235	18.3	15.62	21.01	14.33	20.07	15.1	13.69	23.92	15.55	17.27	14.35	14.71	20.69	12.8	18.79	0	0	0
K15255	2.09	4.91	5.63	3.66	2.65	4.29	3.35	3.43	2	2.9	2.63	1.97	3.57	1.98	2.75	0	0	0
K15262	6.69	13.18	7.91	6.38	5.71	5.94	6.06	4.75	5.32	5.07	4.39	5.07	5.71	5.9	5.09	0	0	0
K15263	13.21	14.4	14.07	8.97	10.63	29.96	8.42	6.22	8.07	15.08	0	11.21	8.25	9.99	11.61	0	0	0
K15264	12.77	0	13.24	12.22	11.46	11.77	0	9.45	10.74	8.7	7.89	7.79	0	8.47	10.24	0	0	0
K15271	3.37	3.09	0	2.33	0	0	0	2.99	2.51	2.02	2.36	0	0	0	0	0	0	0
K15272	41.79	41.17	43.02	35.85	43.32	40.72	37.89	35.6	31.48	20.42	21.57	21.35	14.79	46.24	39.87	0	0	0
K15275	36.79	57.37	29.79	47.98	62.36	62.11	70.48	41.38	26.92	83.23	85.34	93.37	172.38	0	60.68	0	0	0
K15276	11.92	0	11.98	9.14	10.4	10.39	10.33	11.91	10.27	9.66	13.52	13.22	6.55	13.21	10.58	0	0	0
K15277	5.55	4.63	3.95	5.54	6.63	5.46	8.38	6.63	9.74	5.62	5.82	0	5.08	5.15	5.41	0	0	0
K15280	12.96	11.75	12.72	16.63	17.42	18.39	0	25.57	20.26	0	22.46	21.05	14.34	25.22	20.37	0	0	0
K15281	16.73	18.17	17.48	31.09	34.4	30.62	28.81	33.14	31.02	32.52	32.7	32.07	17.78	39.14	29.73	0	0	0
K15283	24.3	30.64	18.25	22.01	14.48	38.5	35	30.82	25.7	5.02	5.34	66.65	39.72	15.96	22.44	0	0	0
K15285	0	0	0	11.24	5.15	4.62	131.71	22.08	32.31	6.08	123.61	166.29	5.11	117.67	6.89	0	0	0
K15287	21.14	25.41	27.04	20.59	22.21	19.32	23.67	14.8	22.03	41.94	35.6	73.42	24	13.84	46.92	0	0	0
K15289	11.67	10.92	35.16	9.91	12.02	26.42	7.09	36.85	23.39	39.3	46.76	72	19.49	43.9	30.14	0	0	0
K15290	3.12	0	3.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15292	28.47	26.62	29.7	25.38	60.27	25.73	25.44	21.1	22.4	0	55.72	24.65	23.21	24.01	24.76	0	0	0
K15296	32.79	0	73.32	99.79	108.33	107.52	84.64	93.29	0	107.24	108.21	103.23	160.29	115.29	0	0	0	0
K15304	50.44	55.78	56.64	35.16	35.66	40.06	39.97	27.06	30.87	35.37	32.82	30.4	28.99	35.28	31.76	0	0	0
K15305	27.82	0	26.76	24.28	29.09	27.38	23.57	26.35	22.37	35.64	38.95	36.13	30.19	34.97	38.8	0	0	0
K15306	194.91	183.51	174.9	246.57	270.2	244.3	239.43	240.66	0	388.93	326.54	0	402.18	331.98	299.41	0	0	0
K15322	3.47	4.8	3.73	4.57	3.66	6.4	5.4	2.43	4.73	3.91	2.79	2.4	0	0	2.46	0	0	0
K15326	5.56	7.15	7.62	4.97	6.81	6.86	6.74	0	7.78	5.05	5.26	5.02	7.13	5.27	4.47	0	0	0
K15332	22.09	21.56	23.06	15.65	17.89	16.42	17.03	14.37	16.85	12.58	12.41	10.56	14.77	11.13	11.63	0	0	0
K15334	20.85	21.22	21.21	11.62	11.91	11.21	14.56	15.68	13.76	16.33	16.08	14.78	5.26	15.12	14.99	0	0	0
K15336	11.4	11.41	10.91	0	7.42	7.37	14.59	27.09	0	4.29	15.88	18.7	4.4	4.5	6.64	0	0	0
K15338	18.63	21.18	0	16.8	18.54	21.33	6.03	12.19	13.09	6.94	12.62	6.71	6.33	3.64	2.99	0	0	0
K15340	2.71	3.3	3.3	3.4	7.35	7.28	10.11	2.22	3.38	5.38	4.69	5.1	3.72	6.82	2.23	0	0	0
K15356	23.21	0	25.88	0	21.47	0	14.23	0	0	0	15.68	18.42	28.75	0	16.34	0	0	0
K15360	36.24	0	0	41.18	39.4	41.59	36	0	22.33	39.77	34.91	31.55	42.41	34.72	43.1	0	0	0
K15361	24.81	25.08	25.26	20.52	22.62	21.38	23.77	20.63	22.43	21.86	22.99	23.84	22.4	22.99	24.08	0	0	0
K15362	4.37	4.43	4.74	3.66	5.3	5.21	0	2.58	2.47	9.76	8.52	10.02	5.06	4.47	6.86	0	0	0
K15363	2.8	4.55	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15365	3.48	4.34	0	3.53	0	4	0	0	0	0	0	0	0	0	0	0	0	0
K15376	10.17	10.79	9.63	7.09	8.33	7.56	10.02	7.32	10.76	6.52	5.15	0	7.78	5.62	6.64	0	0	0
K15377	0	29.39	0	26.22	59.09	0	34.34	23.39	31.15	3.07	3.71	3.33	0	2.82	4.41	0	0	0
K15378	50.18	25.28	27	54.53	5.14	44.47	43.35	157.03	31.11	47.02	37.05	65.85	26.51	29.72	59.2	0	0	0
K15382	140.35	66.46	27.28	23.96	22.6	43.79	10	10.43	5.15	1768.8	29	12.85	7.06	5.91	5.55	0	0	0
K15397	35.25	75.42	37.96	133.82	8.35	76.54	65.97	60.85	52.3	41.33	35.57	24.87	14.72	52.41	35.54	0	0	0
K15398	10.98	8.78	8.42	32.85	37.21	135.22	46.84	24.63	42.7	0	0	0	0	0	0	0	0	0
K15400	7.91	43.1	0	63.11	5.5	5.44	66.26	28.68	53.75	3.81	0	3.4	0	7.37	6.41	0	0	0
K15401	8.88	5.04	5.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15402	0	4.54	0	2.66	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0
K15403	0	6	5.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15404	0	0	0	56.15	75.61	66.38	32.17	9.01	19.92	7.32	6.29	9.61	11.53	4.32	6.02	0	0	0
K15407	10.33	10.62	11.11	11.31	10.02	10.25	10.49	7.53	10.93	5.79	5.57	5.23	8.53	5.89	5.62	0	0	0
K15414	19.23	4.19	0	10.67	6.17	14.1	22.17	2.64	15.62	14.17	22.57	9.03	3.52	28.79	12.27	0	0	0
K15422	52.39	50.94	50.74	36.49	41.56	40.38	0	30.74	33.38	24.11	25.35	31.78	0	26.34	34.79	0	0	0
K15423	36.34	33.74	32.3	34.07	42.22	37.35	161.6	32.11	33.95	47.3	17.95	14.39	25.28	19.83	17.77	0	0	0
K15425	36.93	35.62	34.69	28.52	28.65	0	23.43	56.08	26.36	18.58	20.78	18.7	12.93	21.43	20.09	0	0	0
K15429	11.39	10.75	10.73	9.44	7.03	8.74	6.78	5.58	9.11	10.29	3.74	4.21	4.78	4.1	4.13	0	0	0
K15430	9.03	10.44	75.54	6.98	6.92	8.79	7.54	5.32	6.43	8.8	7.38	6.11	9.92	7.56	7.25	0	0	0
K15436	13.81	21.99	54.78	20.44	22.88	23.24	27.37	23.62	38.73	26.37	28.75	28.29	107.4	26.07	0	0	0	0
K15437	0	24.49	44.82	27.32	34.19	32.08	21.84	24.76	104.84	9.16	28.37	25.33	27.67	27.29	31.62	0	0	0
K15440	7.04	5.38	7.38	6.01	6.78	6.76	5.94	5.45	5.53	4.2	4.6	3.24	6.91	3.72	3.97	0	0	0
K15441	14.32	16.17	0	14.86	0	0	12.64	9.21	0	26.72	21.42	83.8	0	6.97	5.45	0	0	0
K15442	6.82	7.33	6.4	10.87	7.44	6.65	6.79	4.28	6.9	52.93	5.62	3.59	7.23	6.86	4.7	0	0	0
K15443	15.2	0	16.47	9.68	10.16	9.79	11.39	8.67	9.34	13.07	11.26	11.1	8.71	0	12.09	0	0	0
K15445	18.74	30.89	12.97	12.85	11.74	0	15.11	13.21	14.47	17.33	11.22	0	11.28	0	0	0	0	0
K15446	6.18	6.11	6.93	3.88	3.89	4.68	0	3.82	3.7	3.17	2.83	3.29	0	5.13	5.12	0	0	0
K15449	10.63	11.87	10.89	6.07	6.97	6.54	6.81	4.73	5.41	5.99	5.17	5.4	4.57	5.66	5.29	0	0	0
K15450	11.26	14.08	9.51	6.45	8.45	8.96	9.07	15.67	7.88	10.89	8.36	8.64	8.45	8.94	8.82	0	0	0
K15451	0	0	119.49	0	16.48	0	85.3	12.4	0	17.13	17.33	14.34	17.27	21.36	17.25	0	0	0
K15452	7.29	6.41	7.11	6.42	5.81	7.31	7.53	3.62	5.12	4.03	5.76	4.68	4.18	4.33	4.87	0	0	0
K15456	47.42	16.48	51.08	38.29	15.96	16.19	17.21	0	18.45	54.54	53.9	99.95	14.27	20.29	0	0	0	0
K15463	5.91	8.85	5.41	5.07	4.56	4.79	5.15	4.31	9.03	4.75	4.14	4.78	5.24	4.19	4.1	0	0	0
K15498	63.01	62.23	63.08	55.71	56.64	57.73	51.24	50.61	51.42	66.89	61.88	58.64	73.65	69.33	58.13	0	0	0
K15501	92.33	20.57	21.17	29.95	32.69	106.16	15.43	16.29	14.59	18.93	43.76	47.59	22.14	20.8	18.15	0	0	0
K15502	17.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15505	8.73	8.97	8.73	6.22	7.46	7.25	6.03	0	6.2	5.51	5.37	5.48	0	6.51	6.13	0	0	0
K15507	18.49	20.02	19.65	13.87	14.07	11.21	12.06	6.73	8.76	4.95	4.72	4.47	4.99	7.44	4.48	0	0	0
K15535	44.87	44.05	41.91	48.52	44.28	44.04	45.85	39.76	40.33	20.72	23.31	24.25	16.66	19.57	22.49	0	0	0
K15541	71.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15542	16.41	16.05	17.33	11.83	13.81	12.94	11.76	9.61	9.8	6.85	7.1	6.42	6.57	6.69	7.46	0	0	0
K15544	17.31	19.08	20.11	19.21	18.95	20.64	18.39	14.06	16.88	22.14	21.21	20.34	12.75	19.94	20.12	0	0	0
K15559	15.99	16.88	45.76	28.78	23.89	132.18	45.11	13.55	13.37	8.04	15.63	14.48	3.41	14.07	8.19	0	0	0
K15601	24.82	28.13	38.84	22.43	5.23	22.28	4.74	9.69	16.35	14.59	13.85	12.8	6.18	14.02	14.39	0	0	0
K15613	40.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15622	0	48.96	0	37.06	82.59	42.39	21.67	42.44	44.86	49.87	74.83	123.87	100.84	62.15	73.05	0	0	0
K15627	63.08	100.39	88.2	74.51	54.25	91.64	107.51	51.95	81.43	109.13	78.65	90.86	102.8	111.14	57.55	0	0	0
K15630	13.6	0	12.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15631	3.28	4.29	3.48	2.47	8.15	2.73	4.91	3.24	4.25	4.56	4.67	4.8	7.38	5.66	4.87	0	0	0
K15633	154.56	164.11	153.58	0	186.55	180.41	173.72	142.44	161.26	236.95	222.3	212.63	319.07	259.02	275.12	0	0	0
K15634	26.95	17.31	20.26	14.02	14.9	23.2	14.82	11.51	12.89	9.91	8.93	8.65	12.51	11.51	10.08	0	0	0
K15637	0	8.35	0	0	9.45	9.89	11.24	3.97	6.01	3.96	4.66	0	0	4.23	4.52	0	0	0
K15639	5.04	32.34	5.59	27.82	11.08	3.93	17.24	2.46	120.11	5.27	3.26	8.55	9.76	5.26	6.04	0	0	0
K15683	9.36	8.78	9	8.79	9.47	9.53	7.62	9.03	6.52	4.88	5.84	6.46	99.13	5.49	5.99	0	0	0
K15685	28.18	26.21	26.34	24.7	24.82	24.88	25.65	23.03	24.58	21.31	21.36	21.99	34.35	23.76	23.18	0	0	0
K15687	9.09	8.16	8.24	6.91	18.81	19.63	30.7	48.19	32.78	67.12	34.45	47.36	43.83	3.41	29.48	0	0	0
K15688	58.62	21.6	20.58	25.16	20.91	41.44	36.92	41.44	19.98	15.24	24.45	28.69	17.04	25.19	12.6	0	0	0
K15691	11.6	0	10.99	9.5	9.85	11.55	22.81	7.86	8.58	15.86	0	15.21	6.68	7	7.44	0	0	0
K15692	55.62	53.22	54.91	48.49	37.58	36.72	0	46.76	50.23	48.31	52.73	56.12	1089.98	47.02	53.54	0	0	0
K15707	22.43	8.66	22.67	11.21	10.94	11.23	9.4	9.13	19.51	11.53	9.99	34.73	12.44	45.31	5.84	0	0	0
K15710	5.7	12.38	5.7	4.78	0	5.1	7.81	3.82	4.58	3.4	3.58	3.98	0	3.66	4.61	0	0	0
K15711	11.81	11.28	11.94	9.75	10.01	9.63	11.17	8.68	8.11	7.92	7.75	8.96	10.95	8.19	8.11	0	0	0
K15718	61.35	47.3	53.95	34.32	70.28	36	81.8	25.37	49.58	32.42	15.08	29.89	12.58	19.09	16.6	0	0	0
K15728	19.62	35.49	20.47	13.09	16.52	29.77	24.6	26.12	23.16	51.29	42.64	43.46	13.19	51.4	45.3	0	0	0
K15730	0	41.59	40.36	51.75	54.37	56.97	126.6	38.06	43.01	38.55	31.03	31.53	125.29	36.19	32.91	0	0	0
K15731	4.75	14.32	18.6	16.32	22.32	16.72	17.78	13.2	14.12	15.96	17.84	20.14	18.16	15.51	14.27	0	0	0
K15744	16.19	14.46	14.07	14.13	12.74	12.93	14.32	7.78	10.17	6	6.01	7.26	4.54	5.69	5.8	0	0	0
K15746	68.55	63.52	57.96	57.75	66.36	73.42	72.19	146.85	65.24	363.35	82.98	289.17	54.66	302.13	333.35	0	0	0
K15747	51.1	50.3	0	53.41	53.42	52.03	44.2	0	42.7	19.41	19.16	0	18.05	17.85	19.96	0	0	0
K15777	50.83	48.56	76.69	57.82	58.76	68.55	70.62	45.07	45.22	127.97	0	98.69	155.81	109.9	130.83	0	0	0
K15803	0	25.83	0	0	0	0	0	30.41	37.57	4.31	3.42	0	0	5.53	3.65	0	0	0
K15813	0	23.89	0	87.2	0	81.98	153.53	52.75	74.77	7.19	0	9.61	22.76	17.59	16.74	0	0	0
K15815	0	0	40.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15849	85.18	67.58	57.2	59.69	85.23	68.5	0	82.13	96.71	480.95	0	558.76	273.97	456.65	0	0	0	0
K15865	32.59	46.47	23.08	24.08	23.28	56.61	44.38	35.02	21.13	19.65	18.33	28.83	28.01	23.42	18.63	0	0	0
K15889	28.91	69.86	62.41	55.53	67.56	61.79	35.88	38.88	26.83	61.16	0	60.16	35.17	62.46	62.81	0	0	0
K15891	10.71	10.48	9.64	13.51	12.75	12.42	14.46	9.27	8.89	7.96	10.48	8.24	13.17	11.68	11.38	0	0	0
K15892	20.27	18.45	17.42	14.23	15.32	15.91	13.75	15.32	15.39	9.82	9.24	9.16	6.38	9.18	8.24	0	0	0
K15893	208.1	176.15	145.7	175.09	128.03	123.92	108.67	23.1	64.62	6.62	4.88	6.82	6	5.84	5.41	0	0	0
K15901	67.69	50.53	53	98.13	65.04	54.84	56.53	57.39	58.22	31.33	28.81	37.61	45.97	28.26	24.6	0	0	0
K15902	19.78	24.86	17.65	0	21.28	19.79	27.92	11.19	13.09	0	13.83	13.21	20.54	12.76	11.81	0	0	0
K15918	35.79	32.43	28.22	0	29.41	44.61	23.73	46.19	0	19.43	22.67	27.05	16.1	0	20.01	0	0	0
K15919	17.42	19.51	7.72	18.46	18.08	197.7	6.85	15.47	14.64	18.02	17.48	16.7	17.26	18.6	19.05	0	0	0
K15920	196.01	0	0	140.7	162.27	113.27	177.26	146.42	53.67	0	44.3	36.96	23.11	49.32	65.14	0	0	0
K15922	12.39	0	5.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15923	0	32.07	0	0	39.91	22.3	24.63	24.04	0	15.75	0	13.55	0	13.56	0	0	0	0
K15925	222.87	216.72	215.41	336.38	377.38	393.75	177.86	90	63.5	133.99	129.98	118.36	79.39	153.21	157.43	0	0	0
K15979	59.04	0	74.62	62.62	75.95	71.35	92.17	114.79	101.38	198.23	209.5	187.24	112.47	208.62	197.36	0	0	0
K16012	0	0	3.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16052	0	0	0	14.98	40.01	38.9	36.68	13.13	13.47	12.51	12.42	16.12	8.24	17	16.53	0	0	0
K16054	43.53	45.3	43.7	41.07	42.31	43.92	45.51	34.43	45.07	56.34	51.54	58.61	58.32	41.69	48.16	0	0	0
K16055	86.7	58.89	61.26	43.74	11.19	67.52	44.79	26.16	7.04	24.48	13.55	26.34	20.77	18.38	14.5	0	0	0
K16065	0	0	10.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16075	22.44	44.13	55.09	32.44	46.33	61.26	30.12	36.75	40.88	91.62	81.95	59.23	126.45	42.99	26.32	0	0	0
K16175	0	0	10.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16190	23.88	22.33	21.17	30.24	34.98	33.53	26.66	18.51	17.58	15.91	14.53	17.25	22.96	16.04	16.45	0	0	0
K16196	10.42	8.52	8.31	8.69	15.22	0	9.64	8.75	9.34	20.67	9.91	6.67	19.14	6.16	7.23	0	0	0
K16219	32.92	0	29.32	24.81	21.6	27.99	22.87	16.62	20.81	14.69	28.1	0	15.5	15.63	16.15	0	0	0
K16221	0	0	0	0	0	0	0	0	0	0	0	0	13.89	0	0	0	0	0
K16223	25.1	192.99	10.28	23.66	0	13.32	0	0	59.08	4.17	3.66	2.41	0	4.56	0	0	0	0
K16240	0	0	0	0	19.26	16.12	15.36	13.54	15.53	10.78	11.15	13.05	8.98	11.15	11.28	0	0	0
K16241	44.49	51.5	47.77	39.83	32.39	47.99	41.56	26.22	25.93	62.65	47.05	55.2	39.92	26.21	33.34	0	0	0
K16250	10.94	12.43	11.33	8.17	12.77	29.77	11.83	9.02	11.42	0	5.23	14.92	5.81	0	6.88	0	0	0
K16251	43.45	43.29	0	28.13	32.37	31.21	37.01	30.83	37.68	6.7	7.29	6.06	5.1	4.42	7.18	0	0	0
K16252	59.56	57.02	56.65	53.83	57.32	56.96	52.84	31.42	41.17	13.46	19.11	0	6.72	14.23	7.76	0	0	0
K16253	59.53	58.13	52.23	55.18	42.92	82.33	44	27.77	56.66	21.07	21.73	17.82	24.5	21.59	21.75	0	0	0
K16271	17.92	9.33	31.67	22.88	9.23	23.69	30.84	28.06	31.38	24.31	27.05	25.54	12.54	26.93	24.67	0	0	0
K16273	0	0	16.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16274	29.33	0	109.88	106.9	143.75	151.15	0	0	0	0	104.56	0	0	0	0	0	0	0
K16275	21.69	8.7	10.79	13.25	13.86	13.35	18.46	14.23	20.68	14.64	8.1	13.44	17.83	11.37	12.62	0	0	0
K16276	39.53	19.21	33.72	23.91	24.13	15.38	18.42	31.99	12.77	23	21.95	28.03	25.95	6.2	22.53	0	0	0
K16277	10.46	4.34	0	7.87	9.46	8.76	0	4.78	7.99	7.16	6.64	7.16	7.22	7.22	7.8	0	0	0
K16278	15.17	16.7	16.07	10.41	11.96	11.76	9.37	9.87	10.5	9.75	9.42	9.55	7.89	8.84	9.92	0	0	0
K16279	21.89	0	23	45.8	19.23	18.79	32.4	37.22	839.95	27.83	0	27.92	30.3	26.01	25.07	0	0	0
K16280	24.14	24.36	54.3	18.47	0	5.41	44.68	66.28	44.91	77.73	8.11	18.58	37.09	57.29	52.74	0	0	0
K16281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16282	0	0	0	0	0	0	0	31.99	15.86	0	66.43	53	0	0	0	0	0	0
K16283	25.52	36.02	31.82	50.16	53.43	30.52	51.08	56.58	23.39	6.05	14.26	16.77	31.18	17.08	17.38	0	0	0
K16284	23.92	22.98	33.61	21.01	25.2	23.73	20.35	21.08	21.06	20.9	21.22	22.22	21.54	23.37	19.55	0	0	0
K16285	48.01	3.41	46.94	0	69.19	66.45	95.2	67.22	116.53	0	4.67	0	6.62	304.26	159.37	0	0	0
K16287	0	12.99	36.48	10.19	0	25.27	16.97	10.29	0	0	0	0	0	0	0	0	0	0
K16289	0	0	10.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K16290	10.35	7.96	7.27	0	0	29.47	10.15	0	0	0	0	0	0	0	0	0	0	0
K16292	0	0	0	8.58	4.85	4.44	321.04	14.56	62.89	76.92	71.71	86.88	9.31	69.66	76.6	0	0	0
K16296	75.37	38.95	67.44	75.33	50.99	79.71	63.82	47.84	92.03	59	168.14	62.84	40.88	49.65	41.18	0	0	0
K16297	47.15	25.21	42.79	58.7	56.49	28.71	5.21	3.97	47.08	13.68	3.03	12.17	167.84	10.42	311.64	0	0	0
K16298	188.42	191.02	188.08	202.09	193.12	186.74	374.15	227.01	253.23	0	326.11	327.22	502	0	316.04	0	0	0
K16302	22.07	24.23	6.44	25.47	37.41	26.94	33.27	11.19	7.26	7.11	6.96	7.43	8.7	21.62	31.95	0	0	0
K16309	0	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
