Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K00799	5.27	4.43	50.77	12.82	6.51	8.4	7.72	14.91	13.93	55.56	35.2	11.64	5.56	15.54	5.74	0	0	0
K00800	99.47	124.59	124.38	113.89	129.35	173.92	189.41	88.43	114.65	357.52	306.23	237.63	515.42	326.84	542.29	0	0	0
K00801	56.21	48.17	62.64	82.89	86.76	83.62	82.45	42.31	55.4	37.07	42.55	40.78	35.95	47.51	46.46	0	0	0
K00803	0	0	56.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00806	5.02	0	4.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00809	26.6	0	16.17	0	17.4	0	15.76	0	15.33	27.57	66.41	26.54	46.77	28.81	27.07	0	0	0
K00811	88.46	84.74	84.94	87.97	93.69	82.27	75.77	38.52	58.55	41.8	46.53	45.54	0	40.38	45.14	0	0	0
K00814	89.18	89.96	93.67	64.09	78.21	78.31	98.42	84.79	115.49	147.88	128.98	130.13	58.93	96	129.76	0	0	0
K00815	22.79	69.9	28.67	17.67	19	41.96	112.74	20.6	33.02	33.26	32.82	28.33	41.94	38.26	54.74	0	0	0
K00817	0	37.2	52	35.21	33.07	39.85	64.09	44.7	29.07	33.36	32.35	36.39	22.21	34.84	67.23	0	0	0
K00818	28.59	26.25	27.15	23.49	25.21	23.4	25.56	21.91	23.37	28.66	26.42	26.04	18.02	24.87	23.86	0	0	0
K00819	35.93	37.91	36.38	37.22	39.09	41.22	38.17	35.99	35.83	49.21	52.26	80.21	0	48.5	77.55	0	0	0
K00820	22.52	24.44	22.28	18.25	20.98	36.4	19.19	16.06	31.49	0	16.46	17.41	17.29	15	16.3	0	0	0
K00826	54.47	17.97	42.98	9.4	67.04	10.15	51.73	46.4	59.16	34.03	48.42	36.17	36.97	54.67	48.08	0	0	0
K00827	26.31	63.14	97.58	19.03	21.2	25.66	64.7	65.22	25.18	95.87	107.03	125.59	79.41	107.65	109.5	0	0	0
K00830	443.96	354.68	329.41	258.74	177.54	197.93	123.36	39.53	132.05	17.4	19.11	23.82	27.01	12.12	14.38	0	0	0
K00831	74.73	82.09	81.18	72.53	84.11	0	91.15	101.64	70.07	136.72	117.15	111.29	109.53	141.63	130.18	0	0	0
K00844	0	106.3	15.94	138.27	14.23	12.28	13.03	58.6	7.01	151.07	81.59	19.03	2005.83	159.85	262.15	0	0	0
K00846	0	0	18.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00847	158.41	205.75	155.67	228.13	44.61	243.9	185.25	152.56	91.59	20.41	22.32	25.28	20.59	48.91	46.84	0	0	0
K00850	16.14	58.23	15.79	19.54	16.53	31.12	18.8	26.13	14.33	37.94	33.97	39.16	45.37	15.32	39.4	0	0	0
K00851	10.36	11.87	0	0	10.08	11.99	9.57	7.19	0	0	0	11.8	8.04	0	0	0	0	0
K00852	19.81	24.38	27.54	0	24.39	0	27.86	19.3	0	24.01	0	18.44	0	0	17.72	0	0	0
K00854	30.17	27.2	29.13	36.26	37.19	38.94	34.97	29.61	26.56	28.49	33.4	35.99	26.38	31.7	30.88	0	0	0
K00855	387.7	322.42	0	370.43	313.77	286.6	218.89	63.82	161.71	14.1	15.65	23.11	3.18	6.26	15.69	0	0	0
K00856	189.35	186.65	181.44	182.79	256.71	234.31	331.35	244.12	195.1	230.63	214.51	173.96	0	262.76	226.26	0	0	0
K00857	17.93	19.68	25.44	13.33	14.93	4.59	15.12	10.82	13.51	8.1	6.86	7.01	6.77	6.47	2.15	0	0	0
K00858	25.52	26.92	16.01	38.37	6.1	4.32	28.49	43.93	23.74	42.08	2.54	54.74	59.69	46.11	48.38	0	0	0
K00859	19.62	18.28	17.49	17.41	19.51	16.41	16.6	12.16	11.37	14.38	12.7	12.09	19.88	13.11	15.27	0	0	0
K00860	11.81	15.19	16.75	19.95	20.28	16.89	13.37	130.54	21.95	11.01	9.02	11.46	220.41	8.97	9.82	0	0	0
K00861	54.51	60.04	52.27	0	46.22	0	48.89	0	37.35	34	33.31	26.15	17.07	28.59	223.24	0	0	0
K00863	41.52	0	0	25.15	27.55	0	33.6	23.84	0	12.2	0	16.41	10.2	11.24	12.8	0	0	0
K00864	63.13	55.89	55.57	57	54.32	54.58	55.77	42.64	38.49	54.93	65.48	62.1	46.29	61.43	56.7	0	0	0
K00868	7.72	8.67	9.71	6.49	7.49	7.97	8.22	10.31	8.24	7.57	7.54	18.49	6.35	10.11	9.11	0	0	0
K00869	0	43.11	41.24	45.1	54.89	51.76	49.34	40.35	44.16	51.79	36.42	36.84	33.88	38.5	35.06	0	0	0
K00872	21.49	23.21	24.83	23.59	22.25	21.55	0	17.05	0	25.5	22.4	19.86	22.06	22.28	0	0	0	0
K00873	58.78	35.55	42.95	21.4	250.24	116.77	111.01	83.98	96.23	202.28	27	161.62	54.64	32.84	33.77	0	0	0
K00876	62.76	62.21	144.55	0	0	77.5	0	0	54.59	43.52	84.83	3.84	61.45	0	72.85	0	0	0
K00878	20.49	20.45	20.19	18.51	18.34	16.61	13.01	7.15	12.75	8.92	0	9.39	14.96	7.4	10.19	0	0	0
K00888	34.12	0	0	38.92	31.71	35.65	30.99	31.78	30.15	39.33	0	41.54	0	0	32.93	0	0	0
K00889	23.82	45.59	18.45	64.35	72.87	6.03	7.42	11.81	31.38	19.41	18.19	19.56	5.48	22.93	20.74	0	0	0
K00891	49.37	4.23	41.25	33.59	36.92	38.16	38.8	26.71	23.73	47.25	3.09	41.37	4.28	2.92	43.83	0	0	0
K00894	20.08	0	0	0	20.35	21.14	0	65.09	17.09	28.74	29.23	27.07	29.07	30.74	27.93	0	0	0
K00895	212.25	210.68	210.29	248.71	272.56	266.75	230.6	174.99	152.24	241.24	244.57	199.69	123.24	255.96	252.91	0	0	0
K00898	37.1	35.79	35.43	30.68	28.9	27.19	28.55	18	23.96	14.5	14.05	13.79	14.36	12.86	13.51	0	0	0
K00899	80.66	101.01	71.27	74.72	77.34	77.36	69.45	75.6	0	77.7	90.31	97.91	64.45	62.97	79.62	0	0	0
K00901	29.2	41.46	40.06	55.37	60.73	54.17	42.27	16.4	20.05	11.9	14.57	11.42	39.37	16.08	15.53	0	0	0
K00902	8.04	7.69	7.52	6.92	7.35	5.94	6.65	6.51	7.6	3.48	4.71	0	6.08	3.59	3.18	0	0	0
K00912	5.91	6.49	7.71	0	7.33	5.84	8.25	5.1	6.91	4.44	4.31	4.62	7.02	4.73	0	0	0	0
K00913	23.27	57.96	17.16	20.88	20.36	20.94	15	24.05	20.78	20.98	29.3	23.74	13.29	15.44	33.25	0	0	0
K00914	20.87	82.98	21.49	18.03	18.78	17.38	22.5	23.32	28.08	21.99	19.54	20.44	21.65	0	21.39	0	0	0
K00915	59.11	61.5	61.23	38.09	0	40.24	0	24.79	28.11	10.9	13.66	14.32	10.64	9.64	11.47	0	0	0
K00919	17.11	0	22.56	17.09	27.99	30.52	0	19.74	80.38	24.04	26.21	25.52	12.7	0	22.33	0	0	0
K00921	43.57	44.45	44.1	44.1	55.09	52.87	78.05	79.93	86.19	124.52	71.39	136.88	46.78	56.13	133.85	0	0	0
K00924	19.39	17.01	22.62	218.04	22.51	21.19	16.57	15.89	19.87	28.07	36.36	32.38	32.19	24.71	25.94	0	0	0
K00927	489.6	492.94	453.22	708.91	494.94	605.47	5.07	3.13	3.72	780.85	579.18	514.84	0	573.88	623.87	0	0	0
K00928	73.49	79.78	123.74	62.57	13.04	72.32	88.15	12.94	61.55	0	27.09	21.94	11.04	57.74	40.18	0	0	0
K00930	36.63	37.45	37.13	35.61	34.9	97.13	39.61	0	0	350.82	0	44.56	0	319.73	0	0	0	0
K00938	15.74	16.89	18.13	22.58	27.06	28.82	21.2	18.08	34.62	16.28	18.53	13.99	0	19.89	17.78	0	0	0
K00939	48.62	15.31	81.04	28.71	33.9	69.13	30.83	48.01	21.99	2.09	49.28	31.42	29.83	38.21	43.63	0	0	0
K00940	70.59	105.34	79.75	96.27	118.3	5.33	68.22	68.84	3.36	4.13	85.91	87.52	129.4	109.63	107.6	0	0	0
K00942	16.02	19.64	21.11	12.65	14.49	8.73	15.35	19.03	21.68	51.95	58.83	13.36	21.25	37.98	41.71	0	0	0
K00943	20.81	27.17	26.91	35.51	10.04	38.56	20.36	18.27	4.17	2.65	12.99	14.09	2.52	3.4	11.22	0	0	0
K00948	36.43	34.27	32.54	0	37.38	37.63	40.26	24.64	30.11	27.4	25.23	25.39	24.51	24.99	27.3	0	0	0
K00949	16.56	14.38	14.34	12.09	13.35	0	15.62	14.33	10.29	75.61	92.03	0	52.67	93.94	82.39	0	0	0
K00962	37.74	35.02	32.64	5.18	4.42	23.81	17.71	4.12	14.08	3.47	22.63	8	3.67	5.09	3.33	0	0	0
K00963	188.89	178.79	180.14	280.46	296.85	284.71	336.79	282.91	251.22	515.42	499.87	464.27	33.11	452.74	31.02	0	0	0
K00965	26.76	28.14	27.4	0	28.28	26.53	32.55	29.64	32.86	0	0	67.96	71.1	54.73	0	0	0	0
K00966	121.14	14.87	75.37	13.17	57.52	241.2	149.86	16.68	15.78	118.48	28.36	14.98	20.08	30.56	96.92	0	0	0
K00967	22.48	12.39	34.99	15.95	15.86	15.89	15.26	15.34	0	20.12	17.35	0	29.7	39.29	20.24	0	0	0
K00968	79.07	0	85.05	35.66	93.7	37.62	104.95	79.36	84.08	104.77	100.51	109.44	49.74	117.32	94.26	0	0	0
K00970	0	0	9.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00972	89.42	104.78	108.37	140.57	138.64	146.53	165.52	96.34	98.03	41.82	38.23	35.87	45.82	48.37	44.34	0	0	0
K00975	20.27	6.42	5.7	235.45	12.05	225.39	6.37	138.75	6.18	60.43	63.19	72.03	30.89	3.78	66.53	0	0	0
K00979	25.85	23.43	24.47	0	28.89	29.05	21.7	18.35	16.31	12.3	15.99	14.2	11.84	12.94	13.24	0	0	0
K00981	55.81	95.37	45.95	61.92	70.77	50.78	45.64	55.78	63.18	50.21	24.28	34.86	59.27	52.63	26.2	0	0	0
K00991	14.6	13.27	27.49	9.77	10.48	9.21	8.7	7.55	9.02	3.98	3.94	4.03	4.28	3.68	3.92	0	0	0
K00993	53.91	35.21	33.4	31.56	58.99	27.38	29.98	0	26.56	9.79	59.52	34.67	20.23	38.19	33.92	0	0	0
K00995	23.77	23.21	22.64	20.2	23.83	23.4	18.68	17.74	15.75	17.86	14.9	17.21	14.42	15.89	14.08	0	0	0
K00999	22.79	17.85	21.21	19.26	22.18	80.32	20.08	15.89	24.14	13.03	16.11	12.84	13.34	16.58	13.15	0	0	0
K01000	0	4.3	0	4.08	5.9	5.91	7.37	6.48	4.82	5.81	5.75	6.12	4.94	6.95	5.57	0	0	0
K01001	48.94	0	81.49	378.78	381.08	0	21.43	63.39	56.86	70.65	0	75.6	146.55	0	78.53	0	0	0
K01006	6.58	6.22	6.75	15.18	17.53	16.6	14.77	29.38	26.54	32.53	0	0	37.05	15.16	0	0	0	0
K01011	83.73	78.07	81.63	99.46	103.49	103.57	99.47	74.28	73.48	64.82	68.06	56.55	70.27	121.7	64.72	0	0	0
K01012	21.54	19.35	18.35	15.5	17.7	18.94	41.34	10.76	18.37	15.07	29.31	15.2	9.49	16.16	15.99	0	0	0
K01014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01025	4.01	5.35	0	3.56	5.31	5.87	0	0	0	6.02	5.59	4.58	0	0	5.83	0	0	0
K01047	52.68	55.83	59.74	0	48.34	0	13.02	0	7.91	0	0	4.52	0	4.79	0	0	0	0
K01051	3.39	4.34	378.22	5.25	992.01	5.37	977.96	626.17	653.15	3.56	513.25	4.47	4.64	4.68	463.82	0	0	0
K01052	3.25	34.91	35.61	36.95	36.42	38.98	36.56	12.11	23.54	10.72	32.35	40.91	44.64	32.36	35.31	0	0	0
K01054	34.07	27.59	0	5.56	6.5	6.1	6.32	26.19	29.38	36.67	427.36	26.56	25.74	46.11	31.57	0	0	0
K01056	26.9	31.87	68.25	44.31	41.19	135.17	39.15	31.7	30.49	5.06	49.38	46.26	73.16	5.22	5.15	0	0	0
K01057	55.44	73.8	78.86	59.58	6.36	5.07	7.69	32.09	67.59	10.52	18.55	38.76	58.74	37.59	61.52	0	0	0
K01061	106.41	114.44	119.03	161.92	162.15	169.8	168.54	134.82	145.06	137.19	130.14	97.5	8.27	126.19	4.86	0	0	0
K01068	40.19	39.77	40.39	38.1	40.01	40.61	47.71	35.87	40.75	35.93	36.76	35.08	17.09	33.96	33.27	0	0	0
K01069	84.92	76.89	79.63	74.96	85.62	61.72	80.73	55.51	68.43	46.87	50.75	108.47	82.94	48.06	49.69	0	0	0
K01070	120.53	118.12	110.4	128	134.12	127.6	112.33	63.9	82.2	48.7	49.98	45.28	37.61	51.54	48.23	0	0	0
K01074	97.52	0	96.95	0	0	0	0	0	0	0	167.95	0	286.81	0	47.16	0	0	0
K01078	0	0	45.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01079	57.25	31.29	30.08	45.04	44.51	57.79	52.25	50.52	21.84	31.81	31.55	26.05	20.96	40.7	23.11	0	0	0
K01081	57.21	116.33	55.88	45.05	48.8	50.22	45.04	27.92	32.87	26.22	25.75	23.98	22.96	27.58	25.28	0	0	0
K01082	5.77	14.6	7.59	17.72	7.6	14.6	5.04	6	15.66	7.09	3.12	3.49	5.46	2.89	3.96	0	0	0
K01087	16.88	18.68	18.13	12.28	5.17	3.99	4.38	4.58	5.02	309.9	293.93	294.68	144.44	342.74	246.05	0	0	0
K01090	0	13.22	24.46	20.93	0	20.86	20.95	18.91	25.53	18.4	19.68	21.32	16.85	23.56	21.49	0	0	0
K01092	0	0	42.54	54.13	0	0	0	0	109.85	61.49	0	0	0	14.75	0	0	0	0
K01094	14.34	13.21	14.25	15.8	15.44	16.34	12.58	7.04	8.53	4.25	4.55	4.05	9.39	3.94	4.96	0	0	0
K01100	190.1	164.51	155.74	130.71	108.31	0	93.89	19.73	62.03	2.99	0	1.78	0	0	0	0	0	0
K01102	5.55	645.84	22.39	75.61	21.33	23.54	8.92	41.77	44.98	3.99	21.15	56.96	32.18	53.86	34.31	0	0	0
K01103	28.95	0	27.62	0	0	0	18.18	0	14.87	0	0	18.56	0	14.87	20.7	0	0	0
K01104	34.14	34.88	35.43	29.75	31.65	32.23	30.93	19.44	24.46	16.31	27.05	11.41	12.63	13.33	12.67	0	0	0
K01106	0	7.45	0	0	3.34	3.74	6.03	6.71	6.91	14.37	12.47	9.6	23.91	16.93	16.82	0	0	0
K01110	6.44	5.03	14.39	2.71	15.64	16.41	4.5	3.07	3.46	2.68	2.41	1.99	34.66	4.91	5	0	0	0
K01114	80.5	78.59	76.58	82.4	35.04	15.24	84.23	38.12	68.17	80.65	76.32	80.75	165.3	77.59	77.45	0	0	0
K01115	80.83	41.1	161.78	184.66	198.81	203.49	198.54	173.77	182.7	16.17	125.17	23.65	97.72	144.59	148	0	0	0
K01126	34.21	38.04	53.14	56.51	67.32	70.23	85.09	64.1	17.63	141.62	144.77	121.36	86.92	144.13	147.2	0	0	0
K01142	8.74	16.35	9.7	12.57	8.96	0	7.68	12.07	6.48	5.78	3.75	3.15	0	10.82	3.63	0	0	0
K01148	9	18.02	8.05	5.7	6.52	6.53	8.05	5.05	6.09	6.94	5.7	5.33	4.69	6.88	6.2	0	0	0
K01164	13.59	15.92	14.57	10.78	11.35	0	11.39	9.77	11.24	9.82	0	0	6.37	8.14	8.42	0	0	0
K01166	59.39	51.35	8.12	96.86	7.83	4.79	8.63	4.56	2.19	166.64	117.09	0	251.22	200.28	190.38	0	0	0
K01176	3.78	13.47	12.53	12.38	4.92	12.67	16.66	62.41	11.43	7.7	148.7	193.51	176.83	159.93	183.05	0	0	0
K01177	63.5	30.29	79.78	8.39	7.1	8.83	9.36	5.58	7.69	6.98	239.93	246.65	153.93	6.27	5.86	0	0	0
K01179	8.36	7.12	7.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01180	11.12	12.54	13.35	10.89	10.54	9.67	19.36	9.08	8.87	23.5	26.94	21.66	16.57	22.17	23.91	0	0	0
K01181	0	0	0	0	9.59	9.22	0	0	0	0	0	2.72	0	0	0	0	0	0
K01183	12.64	51.48	408.59	5.93	8.51	127.89	7.48	21.28	26.51	233.7	159.12	123.36	5.19	2023.67	152.64	0	0	0
K01184	6.81	11.22	11.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01187	22.36	20.46	21.62	16.34	69.68	15.27	169.08	8.59	50.4	164.63	159	155.81	228.5	173.54	183.61	0	0	0
K01188	140.18	3.15	188.8	143.17	17.51	174.51	38.56	22.38	67.44	10.25	8.19	9.09	241.52	8.51	10.7	0	0	0
K01190	85.57	91.09	0	53.58	56.64	53.74	53.29	40.21	51.05	16.24	19.09	16.2	18.38	16.27	19.43	0	0	0
K01191	69.93	79.57	70.91	65.41	65.55	66.28	68.34	38.65	49	22.29	42.56	26.91	37	40.74	26.76	0	0	0
K01193	96.63	88.72	87.75	231.77	195.19	170.98	116.99	602.31	27.73	3560.57	3746.15	3555.96	1932.55	3591.24	3543.28	0	0	0
K01194	74.83	11.92	12.41	8.2	10.96	89.48	113.68	9.63	19.41	0	0	0	0	46.16	37.31	0	0	0
K01195	0	0	95.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01205	9.66	8.62	9.57	8.85	28.66	7.6	23.16	13.94	16.78	7.12	7.51	10.04	8	11.26	7.01	0	0	0
K01206	48.54	30.03	16.38	21.76	108.74	19.6	20.72	30.54	31.64	29.02	25.11	27.39	34.03	32.07	35.11	0	0	0
K01209	94.85	88.35	0	162.17	147.98	132.79	249.63	68.79	156.06	40.87	39.73	37.86	93.83	39.03	48.55	0	0	0
K01210	3	0	127.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01213	0	3.81	0	4.11	5.1	4.36	0	8.74	3.82	35.61	34.83	44.53	5.99	26	26.25	0	0	0
K01214	23.68	22.16	24.91	22.48	22.65	21.54	31.57	28.45	31.55	17.12	20.83	17.93	37.32	20.62	18.74	0	0	0
K01227	8.67	10.16	11.2	4.6	5.33	4.87	7.46	4.4	4.92	4.49	3.56	3.55	4.38	3.29	5.19	0	0	0
K01228	0	25.81	24.33	20.24	23.29	21.99	27.71	25.7	25	28.82	28.68	24.25	25.1	28.28	25.98	0	0	0
K01230	19.68	22.09	19.79	18.6	21	19.86	18.22	19.17	15.52	42.33	23.58	24.78	15.87	22.17	19.95	0	0	0
K01231	12.93	13.63	0	12.95	12.14	12.51	14.04	10.89	9.87	10.1	9.46	9.26	15.97	8.7	10.8	0	0	0
K01240	41.41	41.18	43.54	0	37.9	34.02	31.59	17.59	22.29	0	36.06	34.14	30.49	27.23	25.43	0	0	0
K01244	142.32	113.67	125.71	45.14	54.89	51.09	64.24	41.53	49.06	171.65	150.97	221.11	0	135.34	131.73	0	0	0
K01246	18.24	10.76	10.7	3.89	32.19	34.36	15.16	46.2	6.01	4.11	2.29	2.78	4.52	4.92	3.68	0	0	0
K01247	23.65	21.14	19.49	18.72	20.27	18.46	17.93	14.49	14.83	15.16	13.35	13.91	18.41	12.38	15.22	0	0	0
K01251	816.71	821.67	825.09	0	1262.39	1229.67	1311.63	1021.69	861.83	773.52	691.98	606.5	370.04	881.85	936.02	0	0	0
K01254	78.7	68.76	55.52	39.23	43.01	42.22	42.48	31.6	36.8	34.46	36.72	35.09	32.96	42.15	35.36	0	0	0
K01255	114.64	106.06	6.12	123.98	139.37	140.32	152.63	318.35	143.24	166.43	157.2	127.52	214.37	163.87	149.8	0	0	0
K01256	137.68	161.77	150.86	167.59	160.48	166.79	198.18	181.45	184.72	147.31	157.54	151.12	147.63	154.26	159.19	0	0	0
K01259	41.15	39.5	40.32	48.87	0	44.83	36.28	20.18	29.02	19.11	19.27	17.68	36.39	19.26	17.73	0	0	0
K01262	51.34	50.34	50.74	63.72	70.6	68.63	69.29	58.3	50.64	84.73	83	77.99	90.58	90.11	75.72	0	0	0
K01265	39.49	39.88	44.92	36.22	30.67	38.3	35.51	38.35	34.74	37.66	52.81	46.46	20.6	26.43	29.56	0	0	0
K01267	84.31	41	36.87	38.84	45.23	43.54	47.06	64.23	41.74	47.92	42.5	35.23	27.27	40.74	38.67	0	0	0
K01278	21.58	21.43	42.29	20.9	23.18	22.53	0	25.45	25.77	27.58	32.53	0	41.14	29.18	25.55	0	0	0
K01280	62.34	65.38	103.65	56.9	60.25	57.51	63.31	48	53.34	37.29	41.11	50.65	0	35.92	38.01	0	0	0
K01285	72.27	37.3	38.56	90.21	11.29	79.43	74.4	67.04	42.87	124.41	152.03	120.73	58.92	146.83	140.13	0	0	0
K01300	23.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01301	19.3	18.87	19.98	15.42	17.27	15.82	19.69	6.27	10.66	53.09	0	50.7	44.14	63.98	0	0	0	0
K01303	48.75	46.81	48.23	44.97	46.22	44.65	44.82	23.45	0	4.97	5.86	3.75	5.6	5.57	5.33	0	0	0
K01304	55.12	54.78	60.1	12.15	14.97	58.98	10.01	77.83	99.15	124.53	148.88	78.03	101.16	135.96	5.14	0	0	0
K01307	54.73	55.67	53.57	59.64	63.52	59.12	68.35	61.06	55.02	91.59	87.66	88.35	132.49	76.73	86.06	0	0	0
K01322	10.92	10.92	11.52	12.91	17.01	14.2	26.66	29.41	14.5	20.69	33.59	22.58	37.74	45.12	70.79	0	0	0
K01338	61.86	56.52	0	76.49	51.75	57.27	0	27	0	0	38.94	32.13	51.57	34.15	0	0	0	0
K01354	32.73	34.03	0	22.89	25.87	23.94	27.32	20.52	22.44	17.86	21.02	17.87	15.22	20.21	20.96	0	0	0
K01358	180.43	75.93	123.48	194.81	72.41	184.63	178.52	29.77	42.62	32.55	27.05	109.47	69.17	23.88	96.54	0	0	0
K01363	142.59	133.71	139.5	154.2	158.47	150.36	157.81	109.71	120.22	125.62	125.45	117.91	152.32	128.12	129.74	0	0	0
K01365	305.66	5.68	0	5.67	5.82	5.46	0	4.57	4.67	4.23	3.74	7.75	5.4	6.1	5.27	0	0	0
K01366	413.47	356.88	359.57	542.91	442.26	432.24	510.26	256.15	384.34	304.72	260.17	362.66	774.65	228.36	313.45	0	0	0
K01369	50.07	78.6	48.44	31.83	82.02	21.53	46.02	191.74	77.27	96.04	93.99	134.9	197.83	49.12	52.1	0	0	0
K01373	466.84	405.07	217.7	489.41	478.81	450.15	598.3	369.57	356.67	522.94	535.8	560.81	701.33	522.15	487.02	0	0	0
K01376	19.17	21.22	20.84	0	0	0	19.48	18.52	16.43	0	24.21	0	22.58	0	29.78	0	0	0
K01379	456.39	0	414.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01381	0	0	387.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01392	0	5.26	0	2.68	5.32	4.87	5.37	2.67	4.79	0	1.57	0	0	0	0	0	0	0
K01404	12.06	11.27	11	11.17	12.05	12.02	14.22	17.28	11.51	6.9	5.89	6.48	5.12	6.14	6.8	0	0	0
K01405	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01407	33.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01408	42.28	43.05	41.25	32.41	70.26	32.49	136.27	31.68	32.5	31.47	36.38	35.03	25.77	32.09	34.22	0	0	0
K01409	27.42	30.79	67.31	27.65	59.89	29.3	30.42	26.12	25.4	37.02	34.77	35.35	54.28	35.2	38.35	0	0	0
K01410	10.05	10.34	10.38	7.02	8.8	7.6	6.74	5.94	7.82	6.56	6.61	5.95	4.74	6.56	6.29	0	0	0
K01411	29.4	32.66	30.6	22.29	22.8	23.26	22.64	22.02	23.18	30.04	29.53	25.28	0	28.75	28.4	0	0	0
K01412	94.91	96.1	79.62	74.2	82.65	81.2	83.66	66.26	98.07	94.68	101.2	96.28	217.1	105.93	110.52	0	0	0
K01414	94.41	116.34	90.22	86.76	111.24	0	81.13	74	78.32	65.87	73.52	0	0	56.91	84.63	0	0	0
K01424	10.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01425	6.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01426	49.89	77.95	19.7	16.77	85.2	18.48	78.96	117.16	57.09	291.97	306.12	251.68	228.3	386.82	361.08	0	0	0
K01427	29.54	29.01	29.05	33.57	28.39	28.09	24.09	13.56	21.95	10.21	0	0	0	11.95	0	0	0	0
K01431	43.13	44.42	42.08	43.47	42.63	48.34	41.34	32.87	35.14	0	62.72	60.35	77.87	65.56	70.12	0	0	0
K01433	14.86	13.08	13.34	14.45	11.71	12.12	10.31	3.83	5.88	0	4.88	3.34	4.33	2.92	2.53	0	0	0
K01436	27.91	0	72.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01438	62.94	56.74	56.33	0	54.26	55.06	0	0	44.62	0	0	30.57	0	0	31.23	0	0	0
K01444	33.77	29.64	0	36.24	34.93	35.6	29.21	17.93	18.5	22.77	23.43	23.07	21.41	19.02	0	0	0	0
K01455	39.65	36.55	35.89	59.46	57.15	46.09	116.54	39.11	91.07	4.92	0	2.65	4.51	4.07	4.05	0	0	0
K01456	40.41	40.95	40.41	47.5	45.53	48.71	43.51	31.59	36.15	35.33	35.64	33.99	0	35.02	36.54	0	0	0
K01462	10.47	48.8	42.67	11.66	11.17	107.34	10.2	59.74	62.39	6.52	37.04	76.05	64.98	6.46	5.44	0	0	0
K01464	33.74	31.75	30.62	48.08	42.93	43.45	53.68	41.58	50.91	19.44	0	22.61	49.26	23.82	25.97	0	0	0
K01465	25.63	0	0	0	23.26	0	19.92	0	0	24.51	0	25.43	0	0	0	0	0	0
K01466	27.41	34.83	42.45	12.11	10.9	16.56	14.44	14.48	19.58	12.15	21.4	13.24	0	29.99	17.53	0	0	0
K01469	14.51	13.19	12.82	11.36	12.44	15.16	12	12.21	11.39	17.65	18	19.25	19.81	16.92	26.69	0	0	0
K01476	49.18	51.33	50.53	42.31	49.54	51.86	46.63	25.18	0	47.02	44.66	45.01	33.23	41.2	43.73	0	0	0
K01488	26.59	25.1	26.6	18.59	18.62	20.05	0	13.11	17.81	17.72	0	17.61	9.69	19.83	17.15	0	0	0
K01489	50.92	44.79	46.38	69.41	69.48	68.65	63.52	241.98	72.91	306.94	177.36	247.43	381.26	343.01	391.41	0	0	0
K01490	34.92	0	37.91	16.22	27.06	30.15	19.05	11.76	48.44	19.42	22.16	24.5	26.48	18.66	20.08	0	0	0
K01493	8.64	7.41	25.2	6.6	9.25	18.56	7.07	6.43	6.33	2.69	0	0	0	0	0	0	0	0
K01495	16.97	15.83	15.38	12.06	11.44	11.17	12.57	8.91	8.94	13.17	13.4	14.69	8.22	12.36	12.3	0	0	0
K01497	21.58	0	23.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01507	599.49	210.58	109.9	135.66	167.69	168.42	142.23	104.25	110.33	211.19	205.12	172.23	196.02	236.7	224	0	0	0
K01512	20.57	20.55	21.22	24.83	26.31	24.25	39.64	20.9	22.27	30.62	24.06	23.29	75.76	33.57	41.37	0	0	0
K01513	0	0	0	59.77	0	181.93	0	95.7	64.5	58.26	0	0	43.73	0	52.22	0	0	0
K01517	13.73	10.32	13.63	14	15.89	17.22	13.19	11.7	11.48	10.94	9.81	9.96	15.64	10.15	10.66	0	0	0
K01519	28.19	25.95	27.61	30.11	33.3	35.26	29.78	58.29	0	31.42	29.45	29.28	24.32	35.47	34.97	0	0	0
K01520	47.09	44.57	39.27	7.83	27.3	11.85	5.83	4.85	4.06	0	0	2.94	0	0	0	0	0	0
